user_id,genres,year,Horas jugadas
76561197990222784,Action,2003,113
76561197990222784,Action,2004,2
76561197990222784,Action,2005,0
76561197990222784,Action,2009,1796
76561197990222784,Action,2011,0
76561197990222784,Action-Adventure,2010,0
76561197990222784,Action-Adventure,2012,0
76561197990222784,Action-Free to Play-Indie-Strategy,2006,241
76561197990222784,Action-Indie-Simulation,2013,128
76561197990222784,Adventure-Casual-Strategy,2012,0
76561197990222784,Casual-Indie-Simulation,2014,126
76561197990222784,Casual-Sports,2013,1820
76561197990222784,Indie,2005,61
76561197990222784,Indie-Simulation,2015,3094
76561197990222784,Strategy,2011,34
76561197990238870,Action,1998,527
76561197990238870,Action,1999,899
76561197990238870,Action,2001,633
76561197990253181,Strategy,2013,30
76561197990276100,Action,2004,1248
76561197990276100,Action,2006,365
76561197990276100,Action,2007,527
76561197990276100,Action,2009,2596
76561197990276100,Action,2011,280
76561197990276100,Action,2012,858
76561197990276100,Action-Adventure,2011,1683
76561197990276100,Action-Adventure,2012,354
76561197990276100,Action-Indie-RPG-Strategy,2011,1453
76561197990276100,Indie-RPG-Simulation,2016,3309
76561197990360779,Action,2004,0
76561197990360779,Action,2007,79
76561197990360779,Action,2010,222
76561197990360779,Action,2011,314
76561197990360779,Action-Adventure,2010,29
76561197990360779,Action-Indie,2011,0
76561197990360779,Action-Indie,2012,0
76561197990360779,Action-Simulation-Strategy,2010,145
76561197990360779,Racing,2011,124
76561197990360779,Strategy,2007,0
76561197990360779,Strategy,2011,891
76561197990369242,Action,2000,14450
76561197990369242,Action,2004,7323
76561197990369242,Action,2006,80
76561197990369242,Action,2007,30
76561197990369242,Action,2008,7660
76561197990369242,Action,2009,10946
76561197990369242,Action,2010,1685
76561197990369242,Action-Adventure-Free to Play-Simulation-Sports,2014,0
76561197990488157,Action,2004,188
76561197990488157,Action,2010,419
76561197990488157,Action-Free to Play,2013,2225
76561197990488157,Action-Free to Play-Indie,2014,146
76561197990488157,Action-Free to Play-Indie-Massively Multiplayer-RPG,2012,25
76561197990488157,Action-RPG,2012,2554
76561197990488157,Free to Play-Massively Multiplayer-RPG,2013,46
76561197990488157,Free to Play-Massively Multiplayer-RPG,2014,164
76561197990595670,Action,2008,1029
76561197990595670,Action,2009,33776
76561197990595670,Action,2012,6890
76561197990617946,Action,2004,26903
76561197990617946,Action,2008,3678
76561197990617946,Action,2009,316
76561197990617946,Action,2010,216
76561197990617946,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,2025
76561197990617946,Action-Casual-Free to Play-Massively Multiplayer,2014,15
76561197990617946,Casual,2007,26
76561197990617946,Free to Play-Strategy,2015,16
76561197990689648,Action,2004,772
76561197990689648,Action,2007,337
76561197990689648,Action,2008,6881
76561197990689648,Action,2009,3322
76561197990689648,Action,2010,421
76561197990689648,Action,2012,1602
76561197990689648,Action,2016,2790
76561197990689648,Action-Adventure-RPG,2014,819
76561197990689648,Action-Free to Play,2015,258
76561197990689648,Action-Indie,2012,3629
76561197990689648,Action-Indie-Massively Multiplayer-Early Access,2013,328
76561197990689648,Action-Indie-RPG,2013,275
76561197990689648,Action-Indie-Strategy,2012,292
76561197990689648,Action-Massively Multiplayer-Simulation,2011,3521
76561197990689648,Action-RPG,2011,259
76561197990689648,Adventure,1992,436
76561197990689648,Adventure-Indie-RPG,2012,20
76561197990689648,Free to Play-Massively Multiplayer-RPG,2013,291
76561197990689648,Indie-RPG-Strategy,2016,17
76561197990689648,Indie-Simulation-Strategy,2012,2407
76561197990689648,Indie-Strategy,2011,380
76561197990689648,RPG,2011,81
76561197990689648,RPG,2015,3894
76561197990689648,Strategy,2009,436
76561197990689648,Strategy,2012,957
76561197990729249,Action,1990,414
76561197990729249,Action,1998,0
76561197990729249,Action,1999,0
76561197990729249,Action,2000,2
76561197990729249,Action,2001,0
76561197990729249,Action,2003,0
76561197990729249,Action,2004,0
76561197990729249,Action,2006,0
76561197990729249,Action,2007,566
76561197990729249,Action,2008,18385
76561197990729249,Action,2009,16753
76561197990729249,Action,2010,1326
76561197990729249,Action,2011,0
76561197990729249,Action,2013,1035
76561197990729249,Action-Adventure,2011,1418
76561197990729249,Action-Adventure,2012,93
76561197990729249,Action-Adventure-Indie-Massively Multiplayer-RPG-Early Access,2013,12744
76561197990729249,Action-RPG,2010,2114
76561197990729249,Action-Simulation-Strategy,2013,541
76561197990729249,Adventure-Indie,2016,266
76561197990729249,RPG,2009,364
76561197990729249,RPG,2015,373
76561197990729249,Strategy,2010,1507
76561197990789893,Action,2000,11654
76561197990789893,Action,2004,139
76561197990789893,Action,2007,24
76561197990789893,Action,2009,1196
76561197990789893,Action-Adventure,2015,89
76561197990789893,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2015,1066
76561197990789893,Action-RPG,2012,11335
76561197990832437,Action,2004,2030
76561197990832437,Action,2012,384
76561197990832437,Action-Casual-Free to Play-Massively Multiplayer,2014,0
76561197990832437,Action-Indie-Massively Multiplayer-Early Access,2013,169
76561197990832437,Action-Simulation-Strategy,2010,1564
76561197990832437,Action-Simulation-Strategy,2013,28
76561197990839360,Action-Free to Play-Simulation-Strategy,2015,24
76561197990839360,Casual-Free to Play-Indie,2015,550
76561197990857428,Action,2004,36081
76561197990857428,Action,2014,291
76561197990857428,Action-Casual-Free to Play-Massively Multiplayer,2014,0
76561197990857428,Action-Casual-Free to Play-RPG-Simulation-Strategy,2015,8
76561197990857428,Free to Play-Indie-Simulation,2014,24
76561197990934286,Action,2003,26
76561197990934286,Action,2004,948
76561197990934286,Action,2012,496
76561197990934286,RPG,2015,1336
76561197991004219,Action,2000,22
76561197991004219,Action,2004,4042
76561197991004219,Action,2009,1196
76561197991004219,Action,2010,0
76561197991004219,Action,2012,32748
76561197991004219,Action,2016,960
76561197991004219,Action-Adventure-Casual-Free to Play-Indie,2017,53
76561197991004219,Action-Adventure-Indie,2013,53
76561197991004219,Action-Free to Play-Massively Multiplayer-RPG-Strategy,2003,9058
76561197991004219,Action-Indie-Racing-Sports,2015,364
76561197991004219,Action-Indie-RPG,2014,0
76561197991004219,Action-Indie-Strategy,2012,0
76561197991004219,Action-Simulation-Strategy,2013,1485
76561197991004219,Casual-Indie-Sports-Early Access,2016,430
76561197991004219,RPG,2015,217
76561197991048959,Action,1998,1
76561197991048959,Action,2000,83
76561197991048959,Action,2003,36
76561197991048959,Action,2004,166
76561197991048959,Action,2007,173
76561197991048959,Action,2008,101
76561197991048959,Action,2009,28
76561197991048959,Action,2011,86
76561197991048959,Action,2012,56
76561197991048959,Action,2014,5513
76561197991048959,Action,2016,753
76561197991048959,Action-Adventure,2011,356
76561197991048959,Action-Adventure,2014,1247
76561197991048959,Action-Adventure-Indie,2013,0
76561197991048959,Action-Adventure-Indie-RPG,2011,7241
76561197991048959,Action-Adventure-Indie-RPG,2016,0
76561197991048959,Action-Free to Play,2012,0
76561197991048959,Action-Free to Play-Indie,2011,0
76561197991048959,Action-Free to Play-Indie,2014,0
76561197991048959,Action-Indie,2012,311
76561197991048959,Action-Indie-RPG,2013,727
76561197991048959,Action-RPG,2012,1713
76561197991048959,Adventure,2014,11
76561197991048959,Adventure-Indie,2013,74
76561197991048959,Indie-Simulation-Sports,2014,7
76561197991048959,RPG,2015,4009
76561197991048959,Strategy,2009,89
76561197991048959,Strategy,2013,221
76561197991072672,Action,1998,38
76561197991072672,Action,2000,30
76561197991072672,Action,2003,810
76561197991072672,Action,2004,14
76561197991072672,Action,2005,36
76561197991072672,Action,2007,73
76561197991072672,Action,2008,2586
76561197991072672,Action,2009,28247
76561197991072672,Action,2010,12
76561197991072672,Action,2011,254
76561197991072672,Action,2012,321
76561197991072672,Action,2013,332
76561197991072672,Action-Adventure,2011,0
76561197991072672,Action-Adventure,2013,246
76561197991072672,Action-Adventure-Casual,2016,48
76561197991072672,Action-Adventure-Indie-RPG,2013,0
76561197991072672,Action-Free to Play,2013,0
76561197991072672,Action-Free to Play-Massively Multiplayer-RPG,2015,743
76561197991072672,Action-Indie,2001,0
76561197991072672,Action-Indie,2002,0
76561197991072672,Action-Indie,2005,0
76561197991072672,Action-Indie,2009,345
76561197991072672,Action-Indie,2010,928
76561197991072672,Action-Indie,2011,501
76561197991072672,Action-Indie-Early Access,2014,0
76561197991072672,Action-Indie-RPG,2011,2
76561197991072672,Action-Indie-RPG-Strategy,2011,58
76561197991072672,Action-RPG,2007,70
76561197991072672,Action-RPG,2008,1243
76561197991072672,Action-RPG,2010,31
76561197991072672,Action-RPG,2011,200
76561197991072672,Adventure,2012,299
76561197991072672,Adventure-RPG,2003,1985
76561197991072672,RPG,2007,0
76561197991072672,RPG,2008,1483
76561197991072672,RPG,2009,201
76561197991137991,Action,2004,504
76561197991137991,Action,2006,0
76561197991137991,Action,2007,0
76561197991147223,Action,2000,0
76561197991147223,Action,2004,3204
76561197991147223,Action,2007,0
76561197991147223,Action,2012,2620
76561197991147223,Action-Adventure-Casual-Free to Play-Indie,2017,9
76561197991147223,Action-Adventure-Free to Play-Indie-Massively Multiplayer-RPG,2015,0
76561197991147223,Action-Free to Play-Indie,2011,0
76561197991147223,Action-Free to Play-Indie,2014,0
76561197991151084,Action,2004,10909
76561197991151084,Action,2010,68
76561197991151084,Action,2012,4789
76561197991151084,Action-Adventure,2012,236
76561197991151084,Action-Adventure,2013,277
76561197991151084,Action-Adventure-Casual-Free to Play-Indie,2017,145
76561197991151084,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
76561197991151084,Action-Adventure-Free to Play-Simulation-Sports,2014,0
76561197991151084,Action-Adventure-Indie,2012,38
76561197991151084,Action-Adventure-Indie-RPG,2011,276
76561197991151084,Action-Adventure-Indie-RPG,2012,1885
76561197991151084,Action-Adventure-RPG,2013,69
76561197991151084,Action-Casual-Free to Play-Massively Multiplayer,2014,88
76561197991151084,Action-Free to Play,2015,57
76561197991151084,Action-Free to Play-Indie,2014,0
76561197991151084,Action-Free to Play-Indie-Massively Multiplayer,2016,0
76561197991151084,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,0
76561197991151084,Action-Free to Play-Indie-RPG-Strategy,2017,5
76561197991151084,Action-Free to Play-Massively Multiplayer,2014,0
76561197991151084,Action-Indie,2012,96
76561197991151084,Action-Indie-Massively Multiplayer-Early Access,2013,87
76561197991151084,Action-Indie-RPG,2012,122
76561197991151084,Action-RPG,2011,113
76561197991151084,Adventure-Casual-Free to Play-Indie-RPG-Simulation-Strategy,2015,0
76561197991151084,Casual-Free to Play-Massively Multiplayer-Simulation,2015,0
76561197991151084,Casual-Simulation,2012,586
76561197991151084,Free to Play,2015,0
76561197991151084,Indie-Simulation-Sports,2012,89
76561197991151084,Indie-Simulation-Sports,2014,689
76561197991151084,Racing-Sports,2013,294
76561197991151084,Strategy,2013,24
76561197991199099,Action,1998,1259
76561197991199099,Action,1999,823
76561197991199099,Action,2000,1761
76561197991199099,Action,2001,484
76561197991199099,Action,2003,183
76561197991199099,Action,2004,9706
76561197991199099,Action,2005,40
76561197991199099,Action,2007,1089
76561197991199099,Action,2008,471
76561197991199099,Action,2009,2723
76561197991199099,Action,2010,6781
76561197991199099,Action,2012,1528
76561197991199099,Action-Adventure,2011,1784
76561197991199099,Action-Adventure-Casual-Indie-RPG,2012,315
76561197991199099,Action-Adventure-RPG,2014,1646
76561197991199099,Action-RPG,2007,2114
76561197991199099,Action-RPG,2008,1500
76561197991199099,Action-RPG,2016,0
76561197991199099,RPG,2010,7150
76561197991254222,Action,1998,836
76561197991254222,Action,1999,81
76561197991254222,Action,2000,561
76561197991254222,Action,2001,2
76561197991254222,Action,2003,4
76561197991254222,Action,2004,18
76561197991254222,Action,2007,113
76561197991254222,Action-Adventure-Free to Play-Indie,2014,8
76561197991254222,Action-Casual-Free to Play-Massively Multiplayer,2014,0
76561197991254222,Action-Free to Play,2012,3049
76561197991254222,Free to Play-Massively Multiplayer-RPG,2011,26
76561197991284504,Action,2004,330
76561197991284504,Action,2006,0
76561197991284504,Action,2007,35
76561197991284504,Action,2010,15
76561197991309067,Action,2004,3772
76561197991309067,Action,2006,0
76561197991309067,Action,2007,0
76561197991309067,Action-Adventure,2007,0
76561197991309067,Action-Free to Play-Indie,2011,0
76561197991309067,Adventure-Indie,2013,105
76561197991309067,Free to Play-Action-Strategy-Indie-Sports,2012,0
76561197991309067,Indie-RPG,2015,511
76561197991422942,Action,2004,2
76561197991509524,Action,2000,898
76561197991509524,Action,2004,10286
76561197991509524,Action,2009,5
76561197991509524,Action,2012,16344
76561197991513254,Action,1990,18
76561197991513254,Action,2000,50
76561197991513254,Action,2004,8387
76561197991513254,Action-Adventure,2010,397
76561197991513254,Action-Adventure,2014,884
76561197991513254,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,75
76561197991513254,Action-Adventure-Indie-RPG,2012,3848
76561197991513254,Action-RPG,2010,0
76561197991513254,Action-RPG,2011,0
76561197991513254,Action-RPG,2014,3
76561197991513254,Adventure,2009,0
76561197991513254,RPG,2013,325
76561197991513254,Strategy,2010,26
76561197991513254,Strategy,2013,784
76561197991539474,Action,1998,0
76561197991539474,Action,1999,33
76561197991539474,Action,2000,1890
76561197991539474,Action,2001,0
76561197991539474,Action,2003,167
76561197991539474,Action,2004,1100
76561197991539474,Action,2005,175
76561197991539474,Action,2007,457
76561197991539474,Action,2008,287
76561197991539474,Action-Adventure,2013,154
76561197991539474,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,791
76561197991539474,Action-Casual-Free to Play-Massively Multiplayer,2014,291
76561197991539474,Action-Free to Play-Indie,2014,29
76561197991539474,Action-Free to Play-Indie-Massively Multiplayer-RPG-Simulation,2017,64
76561197991570635,Action,2004,312
76561197991570635,Action,2006,9
76561197991570635,Action,2007,110
76561197991570635,Action,2009,53
76561197991570635,Action,2010,47
76561197991570635,Action,2012,86
76561197991570635,Action,2013,262
76561197991570635,Action-Adventure,2010,0
76561197991570635,Action-Adventure,2012,5
76561197991570635,Action-Massively Multiplayer-Simulation,2011,1537
76561197991570635,Action-Simulation-Strategy,2010,925
76561197991570635,Action-Simulation-Strategy,2013,2294
76561197991570635,Strategy,2012,151
76561197991609827,Action,2003,881
76561197991609827,Action,2009,204
76561197991609827,Action,2012,7656
76561197991609827,Action-Adventure-Casual-Free to Play-Indie,2017,49
76561197991609827,Action-Adventure-Racing,2014,3516
76561197991609827,Action-Free to Play,2013,855
76561197991609827,Action-Free to Play,2015,556
76561197991609827,Action-Free to Play-Massively Multiplayer,2012,952
76561197991609827,Action-RPG,2009,89
76561197991609827,Adventure-Free to Play-Massively Multiplayer-RPG,2016,0
76561197991609827,Adventure-Indie,2011,155
76561197991609827,Adventure-RPG,2003,82
76561197991609827,Casual-Free to Play-Massively Multiplayer-RPG,2012,16013
76561197991609827,Free to Play-Massively Multiplayer-RPG,2012,187
76561197991718935,Action,2004,43009
76561197991718935,Action,2009,1460
76561197991718935,Action,2012,11738
76561197991718935,Action-Adventure,2010,0
76561197991718935,Action-Adventure,2012,0
76561197991718935,Action-Adventure,2013,0
76561197991718935,Action-Adventure,2014,0
76561197991718935,Action-Adventure,2015,26722
76561197991718935,Action-Free to Play,2015,0
76561197991718935,Action-Indie-Racing-Sports,2015,218
76561197991805217,Action,1998,438
76561197991805217,Action,1999,96
76561197991805217,Action,2000,16
76561197991805217,Action,2001,0
76561197991805217,Action,2003,0
76561197991805217,Action,2004,930
76561197991805217,Action,2006,251
76561197991805217,Action,2007,584
76561197991805217,Casual,2007,63
76561197991805217,Strategy,2006,128
76561197991992793,Action,1998,17
76561197991992793,Action,2004,50226
76561197991992793,Action,2008,697
76561197991992793,Action,2009,2804
76561197991992793,Action,2010,5880
76561197991992793,Action,2012,129625
76561197991992793,Action-Adventure-Massively Multiplayer-Early Access,2016,64
76561197991992793,Action-Free to Play,2015,1
76561197991992793,Action-Free to Play-Massively Multiplayer,2014,0
76561197991992793,Action-Indie,2014,103
76561197991992793,Action-Indie-Strategy,2012,109
76561197991992793,Free to Play-Massively Multiplayer-RPG,2014,0
76561197991992793,Indie-RPG-Strategy,2014,104
76561197992099638,Action,2004,16560
76561197992099638,Action,2012,4190
76561197992099638,Racing-Sports,2013,19531
76561197992123082,Action,1998,29
76561197992123082,Action,1999,0
76561197992123082,Action,2000,10607
76561197992123082,Action,2001,0
76561197992123082,Action,2003,0
76561197992123082,Action,2012,109843
76561197992123082,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,379
76561197992123082,Action-Adventure-Casual-Indie-RPG,2012,708
76561197992123082,Action-Free to Play-Massively Multiplayer,2012,110
76561197992199590,Action,1997,0
76561197992199590,Action,1998,0
76561197992199590,Action,1999,0
76561197992199590,Action,2000,1
76561197992199590,Action,2001,0
76561197992199590,Action,2003,0
76561197992199590,Action,2004,0
76561197992199590,Action,2006,0
76561197992199590,Action,2007,0
76561197992199590,Action,2008,0
76561197992199590,Action,2009,3685
76561197992199590,Action,2012,947
76561197992199590,Action,2013,544
76561197992199590,Action,2015,635
76561197992199590,Action-Adventure,2010,0
76561197992199590,Action-Adventure,2011,961
76561197992199590,Action-Adventure-Indie-RPG,2012,549
76561197992199590,Action-Indie-Strategy,2013,222
76561197992199590,Action-Indie-Strategy,2014,1269
76561197992199590,Action-RPG,2007,1339
76561197992199590,Action-RPG,2009,2983
76561197992199590,Action-RPG,2016,0
76561197992199590,Action-Strategy,2003,0
76561197992199590,Action-Strategy,2004,0
76561197992199590,Action-Strategy,2006,0
76561197992199590,Adventure-Indie,2011,48
76561197992199590,Racing,2006,0
76561197992199590,Racing,2007,0
76561197992199590,Strategy,2006,0
76561197992199590,Strategy,2008,0
76561197992199590,Strategy,2009,9602
76561197992199590,Strategy,2010,3696
76561197992294678,Action,1998,32
76561197992294678,Action,2000,57
76561197992294678,Action,2004,1340
76561197992294678,Action,2006,0
76561197992294678,Action,2007,25
76561197992294678,Action,2008,604
76561197992294678,Action,2009,5811
76561197992294678,Action,2010,186
76561197992294678,Action,2011,680
76561197992294678,Action,2012,345
76561197992294678,Action-Adventure,2007,0
76561197992294678,Action-Indie-Racing-Sports,2010,39
76561197992294678,Action-RPG,2009,1164
76561197992294678,Action-Strategy,2006,25
76561197992294678,Adventure-RPG,2003,11
76561197992294678,Casual-Free to Play-Massively Multiplayer-RPG,2012,0
76561197992294678,Casual-Indie-Strategy,2009,10
76561197992294678,RPG,2009,561
76561197992294678,Strategy,2008,0
76561197992294678,Strategy,2009,414
76561197992294678,Strategy,2010,0
76561197992409103,Action,2004,2
76561197992409103,Action,2006,0
76561197992409103,Action,2007,409
76561197992492147,Action,2000,97
76561197992492147,Action,2004,124502
76561197992492147,Action,2012,18724
76561197992492147,Action-Adventure-Casual-Free to Play-Indie,2017,0
76561197992492147,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2014,0
76561197992492147,Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2015,0
76561197992492147,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,0
76561197992492147,Action-Free to Play,2013,318
76561197992492147,Action-Free to Play,2014,0
76561197992492147,Action-Free to Play,2015,0
76561197992492147,Action-Free to Play-Early Access,2014,0
76561197992492147,Action-Free to Play-Indie,2014,0
76561197992492147,Action-Free to Play-Massively Multiplayer,2011,0
76561197992492147,Action-Free to Play-Massively Multiplayer-RPG,2014,0
76561197992492147,Action-Free to Play-Massively Multiplayer-RPG-Early Access,2015,0
76561197992492147,Action-Simulation-Strategy,2013,1783
76561197992492147,Adventure-Casual-Free to Play-Indie-RPG-Simulation-Strategy,2015,0
76561197992492147,Casual-Free to Play-Massively Multiplayer-Simulation,2015,0
76561197992492147,Free to Play-Massively Multiplayer-RPG,2013,0
76561197992492147,Free to Play-Massively Multiplayer-RPG,2015,0
76561197992493966,Action,2004,289
76561197992493966,Action-Casual-Free to Play-Indie-Simulation,2015,24
76561197992493966,Action-Free to Play,2015,91
76561197992512079,Action,2005,0
76561197992512079,Action,2007,0
76561197992512079,Action,2009,96
76561197992512079,Action,2010,743
76561197992512079,Action,2011,953
76561197992512079,Action,2012,175
76561197992512079,Action-Adventure,2010,567
76561197992512079,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2015,210
76561197992512079,Action-Adventure-Indie,2013,18
76561197992512079,Action-Free to Play,2011,297
76561197992512079,Action-Free to Play,2013,107
76561197992512079,Action-Free to Play-Massively Multiplayer,2012,75
76561197992512079,Action-Free to Play-Massively Multiplayer-RPG,2014,501
76561197992512079,Action-Free to Play-Massively Multiplayer-RPG-Strategy,2003,0
76561197992512079,Action-Indie,2011,22
76561197992512079,Action-Indie-Strategy,2011,9
76561197992512079,Action-RPG,2007,0
76561197992512079,Action-RPG,2008,516
76561197992512079,Action-RPG,2011,742
76561197992512079,Action-Strategy,2006,0
76561197992512079,Racing,2007,116
76561197992512079,Racing,2010,13
76561197992512079,Racing,2011,0
76561197992512079,RPG,2010,0
76561197992512079,RPG,2011,162
76561197992512079,Strategy,2009,0
76561197992512079,Strategy,2010,0
76561197992572054,Action,2009,13386
76561197992572054,Action-Adventure,2013,17398
76561197992572054,Action-Adventure,2015,3441
76561197992576872,Action,2005,0
76561197992576872,Action,2009,1375
76561197992576872,Action,2011,864
76561197992576872,Action-Adventure,2013,1670
76561197992664353,Action,2009,14
76561197992812241,Action,2000,1804
76561197992812241,Action,2001,0
76561197992812241,Action,2003,43
76561197992812241,Action,2004,1
76561197992812241,Action,2006,0
76561197992812241,Action,2007,0
76561197992812241,Action,2012,28019
76561197992812241,Action-Adventure,2015,5
76561197992812241,Action-Adventure-Casual-Indie-RPG,2016,40
76561197992812241,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2012,124
76561197992812241,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2015,16
76561197992812241,Action-Adventure-Free to Play-Simulation-Sports,2014,0
76561197992812241,Action-Adventure-Indie-RPG-Early Access,2015,22
76561197992812241,Action-Free to Play,2015,144
76561197992812241,Action-Free to Play-Indie,2010,63
76561197992812241,Action-Free to Play-Indie,2014,103
76561197992812241,Action-Free to Play-Indie,2015,143
76561197992812241,Action-Free to Play-Indie-Massively Multiplayer,2016,0
76561197992812241,Action-Free to Play-Indie-Massively Multiplayer-RPG,2012,8
76561197992812241,Action-Indie,2012,1954
76561197992812241,Action-Indie-RPG-Simulation,2015,12417
76561197992812241,Action-RPG,2011,0
76561197992812241,Adventure-Casual-Free to Play-Massively Multiplayer-RPG,2014,192
76561197992812241,Adventure-Free to Play-Indie-Massively Multiplayer-RPG-Strategy,2013,0
76561197992812241,Adventure-Free to Play-Massively Multiplayer-RPG,2014,10
76561197992812241,Casual-Free to Play-Indie-Massively Multiplayer-RPG,2014,126
76561197992812241,Casual-Free to Play-Indie-Simulation,2015,1
76561197992812241,Free to Play-Indie-Massively Multiplayer,2015,84
76561197992812241,Free to Play-Massively Multiplayer-RPG,2012,0
76561197992812241,Free to Play-Massively Multiplayer-RPG,2013,1288
76561197992812241,Free to Play-Massively Multiplayer-RPG,2015,5571
76561197992812241,Indie-RPG,2015,0
76561197992845568,Action,1998,0
76561197992845568,Action,2000,0
76561197992845568,Action,2003,0
76561197992845568,Action,2004,2509
76561197992845568,Action,2006,39
76561197992845568,Action,2007,472
76561197992845568,Action,2009,306
76561197992845568,Action,2010,6628
76561197992845568,Action,2012,932
76561197992845568,Action,2013,179
76561197992845568,Action,2014,2473
76561197992845568,Action-Adventure,2011,1158
76561197992845568,Action-Adventure-Indie-RPG,2013,47
76561197992845568,Action-Adventure-Indie-Simulation,2012,0
76561197992845568,Action-Adventure-RPG,2014,1600
76561197992845568,Action-Free to Play-Indie,2016,123
76561197992845568,Action-Free to Play-Massively Multiplayer,2014,87
76561197992845568,Action-Indie,2013,125
76561197992845568,Action-Indie,2015,243
76561197992845568,Action-Indie-Massively Multiplayer-Early Access,2013,4284
76561197992845568,Action-Indie-RPG,2011,32
76561197992845568,Action-Simulation-Strategy,2010,3212
76561197992845568,Action-Simulation-Strategy,2013,2250
76561197992845568,Adventure-Indie,2012,75
76561197992845568,Adventure-Indie,2016,173
76561197992845568,Casual,2007,434
76561197992845568,Free to Play-Strategy,2015,0
76561197992914902,Action,2000,3145
76561197992914902,Action,2001,0
76561197992914902,Action,2004,0
76561197992914902,Action,2009,2111
76561197992914902,Action,2012,5974
76561197992914902,Action-Free to Play,2015,61
76561197992914902,Action-RPG,2012,3175
76561197992914902,Adventure-Strategy,2011,1191
76561197992914902,Free to Play-Massively Multiplayer-RPG,2016,97
76561197992917003,Action,2012,1370
76561197992917003,Action-Adventure-RPG,2014,2665
76561197992917003,Action-RPG,2012,5245
76561197992919309,Action-Free to Play,2013,601
76561197992919309,Action-Free to Play-Massively Multiplayer,2012,605
76561197992919309,Action-Indie-RPG-Simulation,2015,500
76561197992919309,Adventure,2013,301
76561197992919309,Adventure,2015,35
76561197992919309,Adventure-Indie,2014,24
76561197992919309,Adventure-Indie-Simulation-Strategy-Early Access,2015,125
76561197992919309,Indie-RPG-Strategy,2016,300
76561197992919309,Indie-Simulation-Strategy,2015,478
76561197993114332,Action,2004,823
76561197993114332,Action,2008,12238
76561197993114332,Action,2009,2705
76561197993114332,Action,2010,929
76561197993114332,Action-Adventure-Indie-Massively Multiplayer-RPG-Early Access,2013,1143
76561197993114332,Action-Indie-Massively Multiplayer-Early Access,2013,205
76561197993114332,Free to Play-Indie-Massively Multiplayer,2015,60
76561197993135452,Action,2004,459
76561197993135452,Action,2010,0
76561197993135452,Action,2012,463
76561197993135452,Action-Adventure,2013,1527
76561197993135452,Casual,2007,1518
76561197993135452,Racing-Simulation-Sports,2012,537
76561197993135452,Simulation-Strategy,2003,104
76561197993166198,Action,2004,0
76561197993166198,Action,2006,0
76561197993166198,Action,2007,0
76561197993166198,Action-RPG,2012,503
76561197993218164,Action-Adventure,2011,1891
76561197993239268,Action,2004,0
76561197993239268,Action,2006,0
76561197993239268,Action,2007,0
76561197993239268,Action,2013,315
76561197993239268,Action,2016,893
76561197993239268,Action-Adventure,2012,41
76561197993239268,Action-Free to Play-Indie-Strategy,2012,102
76561197993239268,Action-Indie,2012,0
76561197993239268,Action-RPG,2012,6
76561197993239268,Simulation-Strategy,2014,93
76561197993239268,Strategy,2013,500
76561197993336198,Action,2004,599
76561197993336198,Action,2009,1259
76561197993336198,Action,2010,5825
76561197993383111,Action,2004,0
76561197993383111,Action,2006,0
76561197993383111,Action,2007,0
76561197993383111,Action,2010,418
76561197993383111,Action,2012,8520
76561197993383111,Action,2013,0
76561197993383111,Action,2014,998
76561197993383111,Action-Adventure,2010,0
76561197993383111,Action-Adventure,2014,1615
76561197993383111,Action-Adventure,2015,3148
76561197993383111,Action-Adventure-Free to Play-Massively Multiplayer-RPG,2013,0
76561197993383111,Action-Adventure-Free to Play-Simulation-Sports,2014,212
76561197993383111,Action-Adventure-Indie,2013,0
76561197993383111,Action-Adventure-Indie-Massively Multiplayer-RPG-Early Access,2013,2014
76561197993383111,Action-Adventure-Indie-RPG,2012,190
76561197993383111,Action-Adventure-Racing,2014,1790
76561197993383111,Action-Adventure-RPG,2015,0
76561197993383111,Action-Free to Play,2013,154
76561197993383111,Action-Free to Play-Massively Multiplayer,2012,5642
76561197993383111,Action-Indie-Massively Multiplayer-Early Access,2013,0
76561197993383111,Action-Racing,2011,12
76561197993383111,Action-RPG,2011,45
76561197993383111,Action-RPG,2012,893
76561197993383111,Adventure-Indie,2011,7
76561197993383111,Adventure-Indie-RPG,2014,2993
76561197993383111,Casual-Indie-Simulation,2014,58
76561197993383111,Casual-Indie-Strategy,2016,742
76561197993383111,Casual-Sports,2013,255
76561197993383111,Free to Play-Indie-Simulation-Sports-Early Access,2013,8
76561197993383111,Free to Play-Massively Multiplayer-Strategy,2012,28
76561197993383111,RPG,2002,0
