user_id,Dinero gastado,Cantidad de items,% de recomendación
76561198120570508,"0,00",256,"100,00 %"
76561198121416938,"29,98",25,"100,00 %"
76561198121628241,"39,96",25,"100,00 %"
76561198122822618,"232,91",324,"100,00 %"
76561198123888398,"160,91",4,"100,00 %"
76561198125761464,"347,83",441,"100,00 %"
76561198125802800,"0,00",81,"100,00 %"
76561198129934361,"194,92",64,"100,00 %"
76561198131370221,"0,00",9,"100,00 %"
76561198132083512,"189,91",81,"100,00 %"
76561198132624943,"59,96",64,"100,00 %"
76561198133637161,"57,97",64,"100,00 %"
76561198133640133,"818,61",2209,"100,00 %"
76561198133788871,"19,98",2401,"100,00 %"
76561198134341792,"64,96",64,"100,00 %"
76561198134680751,"15,48",484,"100,00 %"
76561198134732704,"34,99",36,"100,00 %"
76561198135174028,"149,84",1369,"100,00 %"
76561198135631832,"14,99",9,"100,00 %"
76561198139928409,"0,00",25,"100,00 %"
76561198140978116,"0,00",9,"100,00 %"
76561198141694307,"14,99",1,"100,00 %"
76561198141889949,"14,99",1,"100,00 %"
76561198142004550,"74,98",64,"100,00 %"
76561198142457231,"104,95",64,"100,00 %"
76561198142902055,"0,00",256,"100,00 %"
76561198147106771,"114,91",289,"100,00 %"
76561198147318547,"74,96",36,"100,00 %"
76561198148674853,"495,72",2704,"100,00 %"
76561198149544451,"44,96",144,"100,00 %"
76561198152426638,"34,98",144,"100,00 %"
76561198155174469,"44,97",64,"100,00 %"
76561198156066297,"163,88",484,"100,00 %"
76561198158163159,"42,97",121,"100,00 %"
76561198158629846,"41,97",121,"100,00 %"
76561198160501969,"109,93",400,"100,00 %"
76561198161415002,"84,94",144,"100,00 %"
76561198162065948,"0,00",4,"100,00 %"
76561198163760109,"274,92",484,"100,00 %"
76561198164545985,"14,99",16,"100,00 %"
76561198166061333,"15,98",289,"100,00 %"
76561198166194627,"29,98",16,"100,00 %"
76561198174605218,"19,98",9,"100,00 %"
76561198177168627,"14,99",49,"100,00 %"
76561198181103730,"14,99",529,"100,00 %"
76561198182057073,"9,99",196,"100,00 %"
76561198184605614,"49,97",81,"100,00 %"
76561198185106509,"133,88",256,"100,00 %"
76561198189527421,"0,00",25,"100,00 %"
76561198190651641,"104,93",100,"100,00 %"
76561198193666401,"129,95",100,"100,00 %"
76561198202544453,"74,98",36,"100,00 %"
76561198213178349,"14,99",36,"100,00 %"
76561198219780653,"60,96",1849,"100,00 %"
76561198232198516,"64,95",841,"100,00 %"
76561198239215706,"14,99",64,"100,00 %"
76561198270958927,"154,92",256,"100,00 %"
76561198271002791,"19,98",9,"100,00 %"
76561198275817706,"127,95",25,"100,00 %"
76561198278508095,"371,18",2304,"100,00 %"
76561198283109848,"95,92",576,"100,00 %"
76561198284225973,"234,92",1024,"100,00 %"
76561198289386531,"126,91",225,"100,00 %"
76561198295178871,"69,96",25,"100,00 %"
76561198295350017,"375,69",1681,"100,00 %"
76561198296402247,"27,98",121,"100,00 %"
76561198298361542,"14,99",16,"100,00 %"
76561198306855779,"94,93",441,"100,00 %"
76561198310819422,"36,92",144,"100,00 %"
76561198320203075,"14,99",1,"100,00 %"
776921,"0,00",81,"100,00 %"
79694738686698975975,"34,96",361,"100,00 %"
7eyebnbi3,"347,80",441,"100,00 %"
81334062,"0,00",36,"100,00 %"
8449,"160,91",400,"100,00 %"
aafaqvirk,"235,89",324,"100,00 %"
abcdefghijklmnopqrstuvwxyzyes,"74,98",576,"100,00 %"
aciliS,"60,94",144,"100,00 %"
acousticpants,"402,68",1681,"100,00 %"
AdrianC88,"144,95",196,"100,00 %"
ADSC99,"0,00",36,"100,00 %"
AilensAreNeverAmongUs,"14,99",25,"100,00 %"
alansiulun,"482,72",2209,"100,00 %"
allan94,"54,97",36,"100,00 %"
Allenwoohoo,"0,00",25,"100,00 %"
alpacabackpacker,"165,85",484,"100,00 %"
alphahostage,"14,99",1,"100,00 %"
alvincjj,"47,97",64,"100,00 %"
amabsoluzt,,1,"100,00 %"
andrewanel,"74,98",25,"100,00 %"
andrewmin2,"230,81",1156,"100,00 %"
andreyh,"14,99",169,"100,00 %"
andyalphate,"34,97",100,"100,00 %"
Angelf3s,"29,98",324,"100,00 %"
Aniemesocute,"19,99",121,"100,00 %"
AnToHero,"380,78",1089,"100,00 %"
Apedophileatyohouse,"139,92",625,"100,00 %"
ApxLGhost,"114,97",64,"100,00 %"
archiegaming,"94,94",484,"100,00 %"
Archnox,"24,98",16,"100,00 %"
argcross,"370,84",400,"100,00 %"
arkray,"170,90",289,"100,00 %"
Assult_Satan,"14,99",256,"100,00 %"
Augustinito,"79,95",400,"100,00 %"
aumicc,"14,99",36,"100,00 %"
autisticoranges,"87,94",512,"100,00 %"
AwesomeElmo,"42,95",2304,"100,00 %"
BAMOSABENSER,"308,76",841,"100,00 %"
Beiber,"60,95",196,"100,00 %"
benedictcuminherbatch,"42,97",25,"100,00 %"
bentan312,"1101,32",6400,"100,00 %"
BestCellist,"9,99",169,"100,00 %"
bherick,"84,94",225,"100,00 %"
bibizerabalatensa,"247,87",729,"100,00 %"
BigBangGameerss,"90,84",529,"100,00 %"
birodocorta,"204,93",676,"100,00 %"
Bisonate,"390,75",1764,"100,00 %"
blazypol,"196,80",784,"100,00 %"
blazythemayordevil,"19,99",64,"100,00 %"
bloodshade2559,"314,81",1369,"100,00 %"
blTaaaa,"240,27",1936,"100,00 %"
bojovnici,"44,98",676,"100,00 %"
BowdeyThomas,"254,93",81,"100,00 %"
bowen888vg,"115,91",400,"100,00 %"
BreckiRedi,,1,"100,00 %"
brockless,"189,90",841,"100,00 %"
bumpy213,"54,97",225,"100,00 %"
buzyx,"79,94",256,"100,00 %"
calello88,"314,86",324,"100,00 %"
camicase,"34,98",16,"100,00 %"
captainjaydo,"79,94",196,"100,00 %"
CAPTAINVRITRAS,"34,98",64,"100,00 %"
cashout_skins_csgo_cameron,"113,84",324,"100,00 %"
celebrexISGO,"76,92",121,"100,00 %"
Cerater,"201,89",2304,"100,00 %"
cerealkillingmachine,"149,96",289,"100,00 %"
chacau,"34,97",256,"100,00 %"
chalee_jorn,"0,00",121,"100,00 %"
chamith,"103,90",256,"100,00 %"
chelsea160402,"0,00",9,"100,00 %"
Cheubajjang,"33,96",25,"100,00 %"
chillbra1,"14,99",25,"100,00 %"
chinnaye,"232,81",676,"100,00 %"
chopochop,"0,00",36,"100,00 %"
ChrisCoroner,"59,97",64,"100,00 %"
Chubiful,"169,27",3249,"100,00 %"
chuckles382,"9,98",25,"100,00 %"
chuecola,"54,97",64,"100,00 %"
cindyanne,"14,99",36,"100,00 %"
claytonlee,"109,95",576,"100,00 %"
clixer98,"76,98",225,"100,00 %"
cocokaru,"35,96",1600,"100,00 %"
constanceee,"39,97",36,"100,00 %"
cookysguest,"19,99",49,"100,00 %"
coronelcross,"59,99",25,"100,00 %"
cosmicguy22,"107,84",1764,"100,00 %"
Da_Roo,"119,93",256,"100,00 %"
daisyw,"144,91",529,"100,00 %"
DaP3rs0nGuy12,"14,98",4,"100,00 %"
darakrys,"19,98",625,"100,00 %"
darb22,"139,95",144,"100,00 %"
darkacerebel,"55,95",529,"100,00 %"
DarylxD,"0,00",225,"100,00 %"
daytripper2010,"332,84",1225,"100,00 %"
deathplayes,"44,97",49,"100,00 %"
Deaththunderwolfx,"49,96",196,"100,00 %"
dedlydwagon,"191,88",225,"100,00 %"
dijipogi,"19,99",529,"100,00 %"
dilminhapocoto,"14,99",36,"100,00 %"
DivineWaterCrackers,"27,98",81,"100,00 %"
dk_ith,"431,76",1296,"100,00 %"
Doomsdayvirus1,"535,76",1521,"100,00 %"
doongidog,"44,97",144,"100,00 %"
DownSyndromeWombat,"169,95",625,"100,00 %"
DozeBalls,"29,98",9,"100,00 %"
dracoblazex,"709,86",8281,"100,00 %"
drilljose,"64,94",1089,"100,00 %"
drsuperezla,"45,97",289,"100,00 %"
druittmatee,"511,73",2401,"100,00 %"
DuckM80,"36,97",9,"100,00 %"
durry_rd,"579,56",3025,"100,00 %"
ec7yp4,"14,99",121,"100,00 %"
elblankazo,"65,93",225,"100,00 %"
Eleusa,"149,89",784,"100,00 %"
Elfaruqi,"74,97",196,"100,00 %"
elnicoWTF,"19,99",144,"100,00 %"
Endless_Funn,"24,98",81,"100,00 %"
endlesszz,"109,94",625,"100,00 %"
EntryFraggerLmao,"72,91",1024,"100,00 %"
eterna_amn,"1187,14",11449,"100,00 %"
euzi,"279,90",361,"100,00 %"
EviltonBOT,"52,94",529,"100,00 %"
eyyrabb1t,"114,96",64,"100,00 %"
F2RV9,"29,98",49,"100,00 %"
F4ND4NGL3DXD,"124,89",484,"100,00 %"
Facundo424,"165,90",1024,"100,00 %"
fadas56,"29,98",9,"100,00 %"
fael7,"79,95",169,"100,00 %"
fagetxd,"381,74",1225,"100,00 %"
fagulol,"14,99",100,"100,00 %"
FalconsProfile,"94,97",64,"100,00 %"
fazz,"179,83",441,"100,00 %"
feelgoodincc,"0,00",16,"100,00 %"
feeling31634,"274,92",256,"100,00 %"
felipespy,"30,96",289,"100,00 %"
felixguard12,"0,00",4,"100,00 %"
Feytico,"24,98",361,"100,00 %"
Fishda,"36,97",784,"100,00 %"
fishfishfishfish,"9,99",36,"100,00 %"
fiveTF2,"0,00",1,"100,00 %"
framesm8,"109,94",81,"100,00 %"
Freakazoidz,"24,98",196,"100,00 %"
freeteamfortress2itemsgiveaway,"5,98",4,"100,00 %"
FrodsTW,"377,69",4225,"100,00 %"
from808,"49,96",144,"100,00 %"
GamingAce,"3,99",256,"100,00 %"
generalbutface,"124,92",256,"100,00 %"
GetR3ktSkrub,"86,90",400,"100,00 %"
Ghoustik,"28,97",16,"100,00 %"
Globe44HD,"164,91",289,"100,00 %"
GodLoveGuru,"14,99",9,"100,00 %"
gongpha,"3,99",49,"100,00 %"
goodladftw,"89,92",676,"100,00 %"
GornTH,"148,88",361,"100,00 %"
gramedota,"94,94",400,"100,00 %"
gramps10289098,"82,94",289,"100,00 %"
greenkoala,"153,90",841,"100,00 %"
gru69,"365,76",676,"100,00 %"
gummyfrog,"498,74",2304,"100,00 %"
GussyPlays,"229,94",169,"100,00 %"
Hahnee,"194,80",2116,"100,00 %"
Hahneex,"104,95",400,"100,00 %"
hakimaro,"348,85",729,"100,00 %"
hakimijabba,"19,99",169,"100,00 %"
Hansstudio,"119,96",49,"100,00 %"
harambeoohhhhhharambe,"84,95",81,"100,00 %"
harambetheking,"39,96",576,"100,00 %"
hashtagkanatube,"19,98",144,"100,00 %"
hayda123,"125,90",361,"100,00 %"
HeadShootPlay,"230,86",196,"100,00 %"
HecticPCGamer,"9,99",49,"100,00 %"
hellfireholle,"637,54",3600,"100,00 %"
hitler-doom-trenchcoats,"146,87",225,"100,00 %"
HolySlay,"14,99",121,"100,00 %"
Hp4SmXCGYuc,"0,00",16,"100,00 %"
huangsy,"45,97",225,"100,00 %"
HueziiE,"149,93",784,"100,00 %"
HughMyFriend,"14,99",225,"100,00 %"
huntervxx,"34,98",169,"100,00 %"
Hydreigon_44,"24,98",25,"100,00 %"
Hyghrize,"34,98",36,"100,00 %"
hzqBICEPS,"34,98",64,"100,00 %"
icedragonlord88,"456,68",4096,"100,00 %"
imreadytogameup,"0,00",64,"100,00 %"
InfyIsCool,"379,77",1296,"100,00 %"
invokerus,"235,77",2025,"100,00 %"
iPlayJson,"94,94",81,"100,00 %"
ipoyyy,"232,85",100,"100,00 %"
itoggledheavydontrptmeplx,"35,96",900,"100,00 %"
ITS_COHN_JENA,"205,94",676,"100,00 %"
ivanyao88,"44,97",81,"100,00 %"
j3nxxx,"144,96",144,"100,00 %"
Jaberley,"49,96",196,"100,00 %"
Jabooni,"64,94",900,"100,00 %"
jacoloco,"0,00",441,"100,00 %"
jakefarnsdirttrack,"19,99",25,"100,00 %"
javuri61,"242,83",1024,"100,00 %"
Jayden028,"14,99",9,"100,00 %"
Jem93,"318,83",529,"100,00 %"
Jess111,"454,72",2500,"100,00 %"
Jessica_Steamrep_,"0,00",9,"100,00 %"
Jockeylicious,"454,69",2916,"100,00 %"
joshj23,"246,85",1156,"100,00 %"
joshuacowan23,"97,95",529,"100,00 %"
juelino,"109,96",324,"100,00 %"
juninhominecraft,"39,98",144,"100,00 %"
Junkieee,"94,89",529,"100,00 %"
justinshek,"24,99",25,"100,00 %"
JustMielThings,"59,96",16,"100,00 %"
Kahuzi,"59,96",289,"100,00 %"
kakabezerra,,4,"100,00 %"
karateslap,"228,87",676,"100,00 %"
kawaiigrillcutielover,"24,98",324,"100,00 %"
Khaderdray,"220,87",529,"100,00 %"
khushaalsingh,"156,89",1444,"100,00 %"
kimbunny07,"48,96",1444,"100,00 %"
kmkm2op,"59,95",100,"100,00 %"
koiwa-pranis,"219,83",625,"100,00 %"
koontankk123456789,"19,99",25,"100,00 %"
kozleewat,"89,91",841,"100,00 %"
krizaya,"34,97",289,"100,00 %"
kronos1423,,4,"100,00 %"
ktsuy,,1,"100,00 %"
LAGAAK,"14,99",64,"100,00 %"
lambor-sb,"545,65",2401,"100,00 %"
Lancelotxoxo,"174,92",625,"100,00 %"
lawcross013,"591,62",3025,"100,00 %"
laydback,"9,99",9,"100,00 %"
lellol,"0,00",169,"100,00 %"
lennysan,"194,93",729,"100,00 %"
Lenzarious,"89,94",256,"100,00 %"
llDracuwulf,"29,94",196,"100,00 %"
Llucsankiss,"0,00",225,"100,00 %"
loki_true,"0,00",100,"100,00 %"
lomardriver,"326,82",1521,"100,00 %"
lord_andromeda,"148,95",100,"100,00 %"
lordtumnas,"663,61",3721,"100,00 %"
lucasfinamorbr,"0,00",1,"100,00 %"
luiz_andrade,"175,90",625,"100,00 %"
LuxAndZed,"305,89",225,"100,00 %"
Lynyx,"14,99",4,"100,00 %"
LypheLife,"92,92",441,"100,00 %"
M4nk0k3,"14,99",1444,"100,00 %"
mabuhay,"430,76",1225,"100,00 %"
magicoluan,"14,99",9,"100,00 %"
Makenziethecat,"196,32",1936,"100,00 %"
malakoiemhebraicodevasso,"104,93",144,"100,00 %"
manuelitotd,"47,97",49,"100,00 %"
maresco2,"54,96",121,"100,00 %"
MARINEMCQUEEN,"34,98",49,"100,00 %"
maskthiefsenpai,"49,97",2601,"100,00 %"
mataway,"0,00",16,"100,00 %"
matrix1234,,9,"100,00 %"
megatrom2000,"64,96",225,"100,00 %"
melvfunction,"14,99",16,"100,00 %"
MessWithNoOne,"34,98",625,"100,00 %"
MG_Fuzion,"54,98",36,"100,00 %"
milkxama,"292,84",1296,"100,00 %"
miraco12,"14,99",25,"100,00 %"
miscgaming,"14,99",49,"100,00 %"
mith_ele,"534,84",1225,"100,00 %"
MLP_22,"0,00",9,"100,00 %"
Mokalatteventi123,"14,98",361,"100,00 %"
Mossy_Gaming,"186,88",441,"100,00 %"
moustachecashstash,"275,73",1764,"100,00 %"
mrkienose,"0,00",25,"100,00 %"
mrnugget145,"243,80",1444,"100,00 %"
MrSpecialPerson,"0,00",16,"100,00 %"
mrwafflessauce,"84,93",256,"100,00 %"
mvplin11,"54,97",49,"100,00 %"
MyLoins,"79,95",576,"100,00 %"
mypros,"14,99",9,"100,00 %"
NakeeySon,"100,95",100,"100,00 %"
Nasty_is_cool,"466,72",1296,"100,00 %"
Natty22,"55,95",144,"100,00 %"
naturesninja,"160,91",169,"100,00 %"
nerovonroun,"683,36",7744,"100,00 %"
NeverfailGaming,"67,95",169,"100,00 %"
nexus1628,"69,95",256,"100,00 %"
NEYMRJR,"14,99",9,"100,00 %"
nickyyc,"99,93",256,"100,00 %"
nickyz,"687,62",2401,"100,00 %"
nimatha,"322,82",1089,"100,00 %"
nimoxnazgul,"19,99",16,"100,00 %"
nomoredupes,"17,98",361,"100,00 %"
Nowada,"59,93",361,"100,00 %"
nuclearaven,"34,97",16,"100,00 %"
Nuewman,"149,88",289,"100,00 %"
nylfheim,"49,98",225,"100,00 %"
nz_killahz,"49,98",16,"100,00 %"
obviouslyhjy69,"70,91",289,"100,00 %"
OfficialLandyy,"34,98",256,"100,00 %"
OmegaMagician,"194,91",676,"100,00 %"
omegaunlocked,"148,91",225,"100,00 %"
on99xd,"0,00",25,"100,00 %"
ONyMi,"187,88",484,"100,00 %"
Overnold,,1,"100,00 %"
P1RATS3,"107,92",441,"100,00 %"
Panx2,"74,96",361,"100,00 %"
PapasFritasSaladas,"234,82",529,"100,00 %"
patrick_mota1,"99,94",729,"100,00 %"
paulbauerpunicher,"199,89",2025,"100,00 %"
PenguinSRPrince,,1,"100,00 %"
PerishNRot,"179,92",576,"100,00 %"
phdeus,"81,92",400,"100,00 %"
pikabare,"554,11",2809,"100,00 %"
pikarchoo,"24,98",9,"100,00 %"
Piss-Cakehole,"29,98",196,"100,00 %"
Pizzanile,"0,00",1,"100,00 %"
playergdgsd,"59,91",196,"100,00 %"
police12,"139,92",144,"100,00 %"
pono55,"19,98",361,"100,00 %"
PR_JT,"159,89",196,"100,00 %"
prettygoodjpg,"155,89",529,"100,00 %"
princesshussy,"14,99",16,"100,00 %"
probablydead,"282,28",1521,"100,00 %"
proevoex,"0,00",4,"100,00 %"
ProfessorHashtag,"0,00",4,"100,00 %"
profit_m8,"96,94",225,"100,00 %"
psydrone,"184,90",441,"100,00 %"
pumbarrento,"62,41",196,"100,00 %"
PurpleSisterCPU,"0,00",4,"100,00 %"
pussy_fucker,"74,93",576,"100,00 %"
qwertycx_,"294,82",841,"100,00 %"
radicalrainjunior,"133,93",169,"100,00 %"
Raider8799,"291,86",484,"100,00 %"
rajaakmalol,"0,00",100,"100,00 %"
rakals01,"706,54",3136,"100,00 %"
raphaeleishot,"16,98",256,"100,00 %"
raviyn,"552,69",1936,"100,00 %"
rebarb,"74,96",225,"100,00 %"
Red227,"384,82",1600,"100,00 %"
redstonedragon89,"358,80",784,"100,00 %"
Refrayhack,"14,99",16,"100,00 %"
RestingPeices,"204,82",529,"100,00 %"
Rezzpit,"0,00",121,"100,00 %"
rharryr,"9,99",121,"100,00 %"
Riichard_cv,"99,95",121,"100,00 %"
riokaze,"57,96",144,"100,00 %"
roley200,"145,90",144,"100,00 %"
rtsth,"201,89",484,"100,00 %"
RyderOriginal,"64,96",169,"100,00 %"
SadHon127Steam,"9,99",2304,"100,00 %"
SadronsProtractedFrisson,,1,"100,00 %"
salthesquirrel,"24,97",16,"100,00 %"
Salttyy,"90,89",1024,"100,00 %"
samiamyel,"195,89",484,"100,00 %"
samkad,"0,00",16,"100,00 %"
sarganis,"89,98",2304,"100,00 %"
saSZapauer,"14,99",4,"100,00 %"
savageh,"217,84",900,"100,00 %"
sbeghen,"14,99",4,"100,00 %"
sebastiam,"0,00",25,"100,00 %"
sellgamerr,"27,98",1156,"100,00 %"
senhp,"68,94",441,"100,00 %"
sgtion,"74,98",256,"100,00 %"
ShahryarFaraji,"39,99",81,"100,00 %"
shaneomaniac,"832,48",3481,"100,00 %"
shannandoughtycsgo,"194,95",121,"100,00 %"
Shifty_Powers,"261,82",961,"100,00 %"
ShirukeiPoH,"63,95",2025,"100,00 %"
shivermysprinkler,"65,43",225,"100,00 %"
SimonCheahYeeFei,"19,99",25,"100,00 %"
SingerTechnology,"69,96",64,"100,00 %"
skuatz,"34,98",100,"100,00 %"
slender_apexPanda,"14,99",4,"100,00 %"
SlothTime,"9,99",25,"100,00 %"
SMDA,"14,99",9,"100,00 %"
snarkcornwtt,"34,98",100,"100,00 %"
sniperkuanyuan,"19,98",169,"100,00 %"
SOAM,"14,99",4,"100,00 %"
SomeRandomNewAccount,"14,99",64,"100,00 %"
Sorefinger,"121,92",196,"100,00 %"
SSKyrios,"356,29",900,"100,00 %"
stefchygamer,"114,93",100,"100,00 %"
SthugGames,"213,82",841,"100,00 %"
stocky55,"134,90",400,"100,00 %"
storagenez,"139,80",2500,"100,00 %"
stormxlol,"0,00",49,"100,00 %"
SWAPQKL,"9,99",361,"100,00 %"
SylvesterAction,"17,97",225,"100,00 %"
tanryanrachmat,"24,98",144,"100,00 %"
Tayloki,"354,88",784,"100,00 %"
tctrueperfection,"24,98",25,"100,00 %"
tdgodly,"260,90",196,"100,00 %"
TEAMLAZER,"239,86",1521,"100,00 %"
TF2LOVEER,"0,00",16,"100,00 %"
Thatssirlemontoyou,"392,76",961,"100,00 %"
The_Dragon_Spartan,"164,94",225,"100,00 %"
the_simulacra,"169,95",36,"100,00 %"
TheBabadookDook,"263,79",1024,"100,00 %"
Thegamer8342,"104,91",289,"100,00 %"
theironhex,"519,59",4356,"100,00 %"
TheMarshmallowMan101,"292,79",400,"100,00 %"
TheRainOnAGrave,"302,78",1936,"100,00 %"
thisismyprofilenopeaking,"74,93",121,"100,00 %"
thurawin,,1,"100,00 %"
tihorvorate,"95,94",100,"100,00 %"
ToadHog,"423,75",1089,"100,00 %"
toddynhonosangue,"214,92",729,"100,00 %"
toinhoto,"104,93",196,"100,00 %"
ToothlessnRuthless,"54,97",49,"100,00 %"
totalclutch,"220,88",729,"100,00 %"
toukly,,1,"100,00 %"
trane43215,"209,94",2704,"100,00 %"
trooperlord,"124,92",225,"100,00 %"
trowaaa,"417,79",1225,"100,00 %"
tzening,"69,97",49,"100,00 %"
UauDelicia,"39,98",64,"100,00 %"
UndrSandAble,"175,87",1600,"100,00 %"
vacbanonrecord24,"294,83",625,"100,00 %"
vardyparty,"70,93",196,"100,00 %"
vesgozina,"79,96",100,"100,00 %"
victorphan2002,"44,97",225,"100,00 %"
viggie12,"83,92",529,"100,00 %"
vipersun,"109,89",2209,"100,00 %"
Vitaou,"207,78",3481,"100,00 %"
vrspanky,"580,71",2704,"100,00 %"
vyro_,"318,72",1089,"100,00 %"
wade11,"728,00",3721,"100,00 %"
wcasagrande,"284,87",400,"100,00 %"
weebslayer,"532,09",12100,"100,00 %"
whenthegeeseattacks,"279,89",784,"100,00 %"
willymon,"16,98",25,"100,00 %"
WillZENex,"244,92",144,"100,00 %"
winterscout,"54,96",81,"100,00 %"
wrenchbloke,"164,95",25,"100,00 %"
Wusker,"100,92",625,"100,00 %"
xdeadlymoonx,"64,96",81,"100,00 %"
xearl123,"0,99",81,"100,00 %"
xFreibergx,"104,94",196,"100,00 %"
xkelsable,"105,90",144,"100,00 %"
XXXLAWXXX,"21,97",3136,"100,00 %"
XXXmemesnshitXXX,"318,89",484,"100,00 %"
yallajadleal,"609,66",2601,"100,00 %"
Youeasybra,"19,99",81,"100,00 %"
yousnownothingknowjohn,"94,94",169,"100,00 %"
zaph1803,"160,91",121,"100,00 %"
ZaubieHunter23,"74,98",121,"100,00 %"
zaza147,"0,00",25,"100,00 %"
Zeimcrazygamer,"34,98",81,"100,00 %"
ZelvoOffical,"54,96",1156,"100,00 %"
zmagma,"17,98",576,"100,00 %"
zy0705,"0,00",36,"100,00 %"
